3D VISION Game Ready ,Boost Clock ,Brand ,CUDA Cores ,Card Dimensions (L x H) ,Chipset Manufacturer ,Cooler ,Core Clock ,DVI ,Date First Available ,DirectX ,DisplayPort ,Dual-Link DVI Supported ,Edition ,Effective Memory Clock ,Features ,Form Factor ,GPU ,GPU Series ,HDCP Ready ,HDMI ,Interface ,Mac Edition ,Max GPU Length ,Max Resolution ,Memory Interface ,Memory Size ,Memory Type ,Model ,Multi-Monitor Support ,OpenGL ,Operating Systems Supported ,Option ,Package Contents ,Power Connector ,RAMDAC ,SLI Support ,Series ,Shader Clock ,Slot Width ,Stream Processors ,System Requirements ,Thermal Design Power ,Virtual Reality Ready ,review_numbers
,['OC Mode: 1708 MHz Gaming Mode: 1683 MHz'],['GIBABYTE'],['3584'],,['NVIDIA'],,['OC Mode: 1594 MHz Gaming Mode: 1569 MHz'],['1 x DVI'],"['April 05, 2019']",['DirectX 12'],['3 x DisplayPort 1.4'],,,['11010 MHz'],,['ATX'],['GeForce GTX 1080 Ti'],['NVIDIA GeForce GTX 10 Series'],,['2 x HDMI 2.0b'],['PCI Express 3.0 x16'],,,['7680 x 4320'],['352-Bit'],['11GB'],['GDDR5X'],['GV-N108TAORUS-11GD'],,['OpenGL 4.5'],,,,['2 x 8-Pin'],,['2-Way SLI'],['AORUS'],,['Dual Slot'],,,,['Yes'],0 reviews
,['N/A'],['EVGA'],['3584'],"['10.50"" x 4.38""']",['NVIDIA'],['Double Fans'],['1556 MHz'],['1 x Dual-Link DVI-D'],"['December 07, 2018']",['DirectX 12'],['3 x DisplayPort 1.4'],['Yes'],,['11000 MHz'],"['Simultaneous Multi-Projection  VR Ready  NVIDIA Ansel  NVIDIA SLI w/ HB Bridge Support  NVIDIA G-SYNC  NVIDIA GameStream  NVIDIA GPU Boost 3.0  Microsoft DirectX 12  Vulkan API  OpenGL 4.5 Support  PCI Express 3.0  Max Digital Resolution - 7680 x 4320  HDMI 2.0b, DisplayPort 1.4 and Dual-Link DVI  Built for EVGA Precision XOC  iCX Cooling  New vented heatsink fin design and pin fins for optimized airflow  Redesigned cooling with L-shaped contact fins to improve contact surface area for better heat dissipation']",,['GeForce GTX 1080 Ti'],['NVIDIA GeForce GTX 10 Series'],['Yes'],['1 x HDMI 2.0b'],['PCI Express 3.0'],,['267 mm'],['7680 x 4320'],['352-Bit'],['11GB'],['GDDR5X'],['11G-P4-6393-KR'],,['OpenGL 4.5'],"['Windows 10 32/64bit, Windows 8 32/64bit, Windows 7 32/64bit']",['GTX 1080 Ti SC Black Edition'],,['1 x 6-Pin 1 x 8-Pin'],,['2-Way SLI'],,,['Dual Slot'],,"['600 Watts or greater power supply. PCI Express, PCI Express 2.0 or PCI Express 3.0 compliant motherboard with one graphics slot.']",['250W'],['Yes'],671 (86% Positive)
,['1759 MHz'],['ZOTAC'],['2560'],,['NVIDIA'],,['1620 MHz'],,"['July 20, 2020']",['DirectX 12'],,,,['10 GHz'],,,['GeForce GTX 1080'],['NVIDIA GeForce GTX 10 Series'],,,['PCI Express 3.0'],,,,['256-Bit'],['8GB'],['GDDR5X'],['ZT-P10800H-10P'],,,,,,,,,,,,,,,,0 reviews
,,['GIGABYTE'],,,,,,,"['December 07, 2018']",,,,,,,,,,,,,,,,,,,,,,,,,,,,['GV-N108TAORUS-11GD'],,,,,,,0 reviews
,['1683MHz'],['EVGA'],['3584'],,['NVIDIA'],['Triple Fans'],['1596MHz'],['1 x Dual-Link DVI-D'],"['May 16, 2019']",['DirectX 12'],['3 x DisplayPort'],['Yes'],,['1016MHz'],"['600 Watts or greater power supply. PCI Express, PCI Express 2.0 or PCI Express 3.0 compliant motherboard with one graphics slot.']",,,['NVIDIA GeForce GTX 10 Series'],['Yes'],['1 x HDMI 2.0b'],['PCI Express 3.0'],,,['7680 x 4320'],['352-Bit'],['11GB'],['GDDR5'],['11G-p4-6696-KR'],['Yes'],['OpenGL 4.6'],,,,['2 x 8-Pin or 6+2-Pin'],,['SLI Ready'],['GeForce GTX 1080 Ti'],,['Dual Slot'],,,,['Yes'],0 reviews
,['1683MHz'],['EVGA'],['3584'],,['NVIDIA'],['Triple Fans'],['1596MHz'],['1 x Dual-Link DVI-D'],"['December 07, 2018']",['DirectX 12'],['3 x DisplayPort'],['Yes'],,['11016 MHz'],"['600 Watts or greater power supply. PCI Express, PCI Express 2.0 or PCI Express 3.0 compliant motherboard with one graphics slot.']",,['GeForce GTX 1080 Ti'],['NVIDIA GeForce GTX 10 Series'],['Yes'],['1 x HDMI 2.0b'],['PCI Express 3.0'],,,['7680 x 4320'],['352-Bit'],['11GB'],['GDDR5'],['11G-p4-6696-KR'],['4'],['OpenGL 4.6'],,,"[""VIDEO CARD COMES IN RETAIL BOX WITH PICTURED ACCESSORIES ONLY! IF IT'S NOT PICTURED => IT'S NOT INCLUDED! HARDWARE USED FOR TESTING (CPU, Motherboard, Monitor, RAM, PSU, etc.) IS NOT INCLUDED! OUTER BOX IS A BIT TORN AND HAS RESIDUE FORM REMOVED STICKERS/LABELS => SEE IMAGES!""]",['2 x 8-Pin or 6+2-Pin'],,['SLI Ready'],,,['Dual Slot'],,,,['Yes'],0 reviews
,['N/A'],['EVGA'],['2560'],"['10.50"" x 4.38""']",['NVIDIA'],['ICX'],['1708 MHz'],['1 x Dual-Link DVI-D'],"['November 11, 2019']",['DirectX 12'],['3 x DisplayPort 1.4'],['Yes'],,['10010 MHz'],,,['GeForce GTX 1080'],['NVIDIA GeForce GTX 10 Series'],,['1 x HDMI 2.0b'],['PCI Express 3.0'],,['267 mm'],['7680 x 4320'],['256-Bit'],['8GB'],['GDDR5X'],['08G-P4-6583-KR'],['4'],['OpenGL 4.5'],"['Windows 10 32/64bit, Windows 8 32/64bit, Windows 7 32/64bit']",['GTX 1080 SC2 iCX'],,['8-Pin'],,,,,['Dual Slot'],,['Minimum of a 500W power supply One available 8-pin PCI-E power dongle Total Power Draw: 180W'],['180W'],['Yes'],0 reviews
,,,,,,,,,"['July 14, 2020']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0 reviews
,['1582 MHz'],['EVGA'],['3584'],"['10.60"" x 4.38""']",['NVIDIA'],['Single Fan'],['1480 MHz'],,"['January 13, 2020']",['DirectX 12'],['3 x DisplayPort 1.4'],,,['11016 MHz'],,,['GeForce GTX 1080 Ti FE'],['NVIDIA GeForce GTX 10 Series'],['Yes'],['1 x HDMI 2.0b'],['PCI Express 3.0'],,['270 mm'],['7680 x 4320'],['352-Bit'],['11GB'],['GDDR5X'],['11G-P4-6390-KR'],['4'],['OpenGL 4.5'],"['Windows 10 32/64bit, Windows 8 32/64bit, Windows 7 32/64bit']",['GTX 1080 Ti Founders Edition'],,['6-Pin / 8-Pin'],,['SLI Ready'],,,['Dual Slot'],,['600W or greater power supply.'],,['Yes'],0 reviews
,['1733 MHz'],['GIGABYTE'],['2560'],"['10.50"" x 4.38""']",['NVIDIA'],['Single Fan'],['1607 MHz'],['1 x Dual-link DVI-D'],"['December 05, 2019']",['DirectX 12'],['3 x DisplayPort 1.4'],['Yes'],,['10000 MHz'],"['Powered by NVIDIA GeForce GTX 1080Integrated with 8GB GDDR5X memory 256-bit memory interfaceNVIDIA GPU Boost 3.0Max Digital Resolution - 7680 x 4320 @ 60 HzDisplay Connectors - DP1.4, HDMI 2.0b, DL-DVI-D']",['ATX'],['GeForce GTX 1080 FE'],['NVIDIA GeForce GTX 10 Series'],,['1 x HDMI 2.0b'],['PCI Express 3.0 x16'],,['267 mm'],['7680 x 4320 @ 60 Hz'],['256-Bit'],['8GB'],['GDDR5X'],['GV-N1080D5X-8GD-B'],['4'],['OpenGL 4.5'],,,,['8-Pin'],,['2-way SLI HB'],,,['Dual Slot'],,['Recommended PSU: 500W'],,['Yes'],0 reviews
,['1873 MHz in OC Mode1847 MHz in Gaming Mode'],['GIGABYTE'],['2560'],"['11.30"" x 5.51""']",['NVIDIA'],['WINDFORCE Stack'],['1733 MHz in OC Mode1708 MHz in Gaming Mode'],['1 x Dual-link DVI-D (Standard mode)'],"['May 29, 2019']",['DirectX 12'],['3 x DisplayPort 1.4 (Standard mode)3 x DisplayPort (VR mode)'],['Yes'],,['10010 MHz'],['Powered by GeForce GTX 1080WINDFORCE Stack 3 x 100mm fans cooling systemAORUS VR Link provides the best VR experienceAdvanced Copper Back Plate CoolingRGB fusion - 16.7M customizable color lightingStylish Metal Back PlateTitan X-grade Chokes and Capacitors for Extreme DurabilityIntuitive AORUS Graphics Engine'],['ATX'],['GeForce GTX 1080'],['NVIDIA GeForce GTX 10 Series'],,['1 x HDMI 2.0b (Standard mode)3 x HDMI (VR mode)'],['PCI Express 3.0 x16'],,['287 mm'],['7680 x 4320'],['256-Bit'],['8GB'],['GDDR5X'],['GV-N1080AORUS-8GD R2'],['4'],['OpenGL 4.5'],,,,['2 x 8-Pin'],,['2-way SLI HB'],['AORUS'],,,,['Recommended PSU: 500W'],['180W'],['Yes'],0 reviews
,,['EVGA'],,,,,,,"['March 12, 2019']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0 reviews
,,,,,,['Single Fan'],,,"['May 28, 2020']",,,,,,,,,,,,,,,,,['8GB'],,,,,,,"['VIDEO CARD ONLY, NOTHING ELSE! VIDEO CARD COMES IN PLAIN NON-RETAIL PACKAGE WITHOUT ANY ACCESSORIES!  HARDWARE USED FOR TESTING (CPU, PSU, RAM, MOTHERBOARD, MONITOR, ETC.) IS NOT INCLUDED!']",,,,,,,,,,,0 reviews
,,,,,,['Single Fan'],,,"['December 06, 2019']",,,,,,,,,,,,,,,,,['8GB'],,,,,,,"[""THIS IS A PRE-TESTED ITEM AND IT HAS SCRATCHES, BLEMISHES, AND OTHER IMPERFECTIONS => SEE POSTED IMAGES! VIDEO CARD COMES IN PLAIN NON-RETAIL BOX WITHOUT ANY ACCESSORIES AS PICTURED! IF IT'S NOT PICTURED => IT'S NOT INCLUDED! HARDWARE USED FOR TESTING (CPU, Motherboard, Monitor, RAM, PSU, etc.) IS NOT INCLUDED!""]",,,,,,,,,,,0 reviews
,['1860 MHz'],['EVGA'],['2560'],"['10.50"" x 5.06""']",['NVIDIA'],['Double Fans'],['1721 MHz'],['1 x DVI'],"['April 13, 2020']",['DirectX 12'],['3 x DisplayPort 1.4'],['Yes'],,['10000 MHz'],,,['GeForce GTX 1080'],['NVIDIA GeForce GTX 10 Series'],['Yes'],['1 x HDMI 2.0b'],['PCI Express 3.0 x16'],,['267 mm'],['7680 x 4320'],['256-Bit'],['8GB'],['GDDR5X'],['08G-P4-6286-KR'],['4'],['OpenGL 4.5'],"['Windows 10 32/64bit, Windows 8 32/64bit, Windows 7 32/64bit']",['GTX 1080 FTW ACX3.0'],,['2 x 8-Pin'],,['2-Way SLI'],,,['Dual Slot'],,['500W or greater power supply.'],['180W'],['Yes'],0 reviews
,,['MSI'],,,,,,,"['October 01, 2020']",,,,,,,,,,,,,,,,,,,['GeForce GTX 1080 ARMOR 8G OC'],,,,,,,,,,,,,,,,0 reviews
